DO ID	DO term	OMIM ID	DO Exact Synonym
"DOID:5127"	"bizarre leiomyoma"		Atypical leiomyoma, Pleomorphic leiomyoma, Symplastic leiomyoma
"DOID:5128"	"deep leiomyoma"		
"DOID:5137"	"pericardium leiomyoma"		leiomyoma of Pericardium
"DOID:5138"	"leiomyomatosis"		leiomyomatosis, no ICD-O subtype (morphologic abnormality)
"DOID:5139"	"cellular leiomyoma"		cellular leiomyoma (morphologic abnormality)
"DOID:5140"	"gallbladder leiomyoma"		leiomyoma of the gallbladder
"DOID:5146"	"appendix leiomyoma"		Appendiceal leiomyoma
"DOID:133"	"vaginal Mullerian papilloma"		vaginal Muellerian papilloma
"DOID:135"	"benign vaginal carcinosarcoma"		
"DOID:6505"	"vaginal spindle cell epithelioma"		
"DOID:136"	"vaginal carcinosarcoma"		malignant vaginal mixed epithelial and mesenchymal tumor, vaginal malignant mixed Mullerian tumor, vaginal malignant mixed mesodermal (mullerian) tumor, vaginal mixed epithelial and mesenchymal tumor
"DOID:4117"	"vaginal adenosarcoma"		
"DOID:137"	"vaginal squamous papilloma"		squamous papilloma of vagina
"DOID:139"	"squamous cell papilloma"		Epidermoid papilloma, squamous cell papilloma (morphologic abnormality)
"DOID:2615"	"papilloma"		papilloma (except papilloma of bladder M-81201) (morphologic abnormality), papillomatosis NOS (morphologic abnormality), papillomatosis, papillomatosis, NOS
"DOID:146"	"papilledema"		
"DOID:1891"	"optic nerve disease"		disorder of optic nerve (disorder), disorder of the second nerve, optic nerve disorder, optic neuropathy (disorder)
"DOID:14555"	"Foster-Kennedy syndrome"		
"DOID:10937"	"impulse control disorder"		
"DOID:535"	"sleep disorder"		Non-organic sleep disorder
"DOID:303"	"substance-related disorder"		
"DOID:0060037"	"developmental disorder of mental health"		
"DOID:0060043"	"sexual disorder"		
"DOID:10935"	"dissociative disorder"		dissociative disease, dissociative reaction
"DOID:1234"	"gender identity disorder"		
"DOID:1510"	"personality disorder"		character disorder
"DOID:1561"	"cognitive disorder"		cognitive disease
"DOID:1766"	"factitious disorder"		Munchausen syndrome
"DOID:4737"	"somatoform disorder"		physiological malfunction arising from mental factor, psychophysiologic disorder, psychosomatic disorder
"DOID:507"	"adjustment disorder"		adjustment disease, adjustment reaction
"DOID:154"	"mixed cell type cancer"		malignant mixed cancer, malignant mixed neoplasm, mixed tumor, mixed tumor, malignant (morphologic abnormality), mixed tumor, malignant, NOS (morphologic abnormality)
"DOID:0050687"	"cell type cancer"		
"DOID:2678"	"adult mesoblastic nephroma"		MEST, benign MEST, mixed epithelial and stromal tumour of kidney
"DOID:2996"	"mixed germ cell-sex cord neoplasm"		mixed germ cell-Sex Cord tumor, mixed germ cell-sex cord-stromal tumor (morphologic abnormality)
"DOID:4236"	"carcinosarcoma"		MMMT, Mesodermal mixed tumor (morphologic abnormality), malignant mixed Mullerian tumor, malignant mixed mesodermal (mullerian) tumor, mesodermal mixed tumor, mixed Mesodermal (mullerian) tumor, mullerian mixed tumor (morphologic abnormality), mullerian mixed tumor
"DOID:5088"	"mixed epithelial stromal tumour"		
"DOID:3390"	"palmoplantar keratosis"		Keratosis palmaris et plantaris, Palmoplantar Keratoderma
"DOID:0050606"	"acrokeratosis verruciformis"	101900	Acrokeratosis verruciformis of Hopf, Hopf disease
"DOID:0060360"	"hereditary papulotranslucent acrokeratoderma"	101840	
"DOID:13072"	"acquired hyperkeratosis"		Keratoderma - acquired, Keratoderma, acquired, acquired Keratoderma, acquired keratoderma (disorder), acquired keratoderma NOS (disorder), acquired keratoderma NOS, acquired keratoderma
"DOID:2734"	"keratosis follicularis"	124200	DARIER-WHITE DISEASE, Darier's disease, Keratosis follicularis (disorder)
"DOID:3805"	"porokeratosis"	175800	Disseminated superficial actinic porokeratosis (disorder), Disseminated superficial actinic porokeratosis, Porokeratosis (disorder), Porokeratosis, NOS, disseminated superficial actinic porokeratosis (DSAP), disseminated superficial actinic porokeratosis
"DOID:6498"	"seborrheic keratosis"	182000	
"DOID:869"	"cholesteatoma"		
"DOID:162"	"cancer"		malignant neoplasm, malignant tumor, primary cancer
"DOID:0050686"	"organ system cancer"		
"DOID:166"	"melanotic neuroectodermal tumor"		Infantile Melanotic neuroectodermal neoplasm, Melanotic neuroectodermal tumor (morphologic abnormality), Melanotic neuroectodermal tumor of infancy (morphologic abnormality), Pigmented neuroectodermal tumour of infancy
"DOID:0060094"	"bone benign neoplasm"		
"DOID:169"	"neuroendocrine tumor"		neuroendocrine neoplasm
"DOID:170"	"endocrine gland cancer"		Endocrine tumor, endocrine neoplasm, malignant Endocrine tumor, malignant neoplasm of endocrine gland, malignant tumour of endocrine gland, neoplasm of endocrine gland (disorder), neoplasm of endocrine system (disorder)
"DOID:0050773"	"paraganglioma"	115310, 168000, 601650, 605373, 614165	chemodectoma
"DOID:4430"	"somatostatinoma"		Somatostatin cell neoplasm, Somatostatin cell tumour, Somatostatinoma (disorder)
"DOID:5574"	"VIPoma"		VIP- Secreting tumor, Vasoactive intestinal peptide-secreting tumor (disorder), Vipoma, malignant, malignant vasoactive intestinal peptide-secreting tumor
"DOID:5577"	"gastrinoma"		Gastrin Secreting tumor, Gastrin cell tumour, malignant gastrinoma
"DOID:1781"	"thyroid cancer"		Thyroid gland neoplasm, malignant neoplasm of thyroid gland, malignant tumour of thyroid gland, neoplasm of thyroid gland, thyroid neoplasm
"DOID:1540"	"parathyroid carcinoma"	608266	Parathyroid gland neoplasm, carcinoma of Parathyroid gland, malignant neoplasm of parathyroid gland, malignant neoplasm of the Parathyroid, malignant tumor of parathyroid gland (disorder), neoplasm of parathyroid gland, parathyroid gland cancer, parathyroid neoplasm
"DOID:1785"	"pituitary cancer"		Pituitary gland neoplasm, malignant Pituitary neoplasm, malignant tumor of pituitary gland (disorder), neoplasm of pituitary gland (disorder), pituitary gland cancer, pituitary neoplasm
"DOID:1793"	"pancreatic cancer"	606856, 613347, 613348, 614320	Ca body of pancreas, Ca head of pancreas, Ca tail of pancreas, malignant neoplasm of body of pancreas, malignant neoplasm of head of pancreas, malignant neoplasm of tail of pancreas, pancreas neoplasm, pancreatic neoplasm, pancreatic tumor
"DOID:3953"	"adrenal gland cancer"		adrenal cancer, adrenal neoplasm, malignant Adrenal tumor, malignant neoplasm of adrenal gland, neoplasm of adrenal gland (disorder), tumor of the Adrenal gland
"DOID:5032"	"pineal gland cancer"		Pinealoma (disorder), Pineocytic tumor, malignant Pineal Region tumor, malignant tumor of pineal gland (disorder), neoplasm of pineal gland (disorder), neoplasm of the Pineal Region, pineal body neoplasm, tumor of the pineal region
"DOID:171"	"neuroectodermal tumor"		primitive Neuroectodermal neoplasm
"DOID:3093"	"nervous system cancer"		malignant neoplasm of nervous system, neoplasm of nervous system (disorder), nervous system neoplasm, neural neoplasm, neural tumor, tumor of the nervous system
"DOID:172"	"clear cell acanthoma"		Clear cell acanthoma (disorder), Clear cell acanthoma (morphologic abnormality), Pale (Clear cell) acanthoma
"DOID:3165"	"skin benign neoplasm"		neoplasm of skin (disorder), neoplasm of skin by site, skin neoplasm, tumor of the skin
"DOID:173"	"eccrine sweat gland neoplasm"		Eccrine tumor, eccrine skin neoplasm
"DOID:2664"	"sweat gland neoplasm"		Sweat gland tumor (morphologic abnormality), Sweat gland tumor NOS (morphologic abnormality), neoplasm of sweat gland (disorder), tumor of the Sweat gland
"DOID:2079"	"eccrine mixed tumor of skin"		Eccrine mixed tumor (disorder), Eccrine mixed tumor (morphologic abnormality), mixed Eccrine neoplasm of the skin
"DOID:5442"	"eccrine acrospiroma"		Eccrine acrospiroma, Eccrine hidradenoma (disorder), Eccrine hidradenoma of skin, Poroma (Acrospiroma)
"DOID:5446"	"eccrine papillary adenoma"		Eccrine papillary adenoma (morphologic abnormality), Eccrine papillary adenoma morphology (morphologic abnormality), Eccrine papillary adenoma of skin (disorder)
"DOID:174"	"acanthoma"		
"DOID:3168"	"squamous cell neoplasm"		Epidermoid cell tumor, squamous cell tumor (qualifier value)
"DOID:4321"	"large cell acanthoma"		
"DOID:4322"	"pilar sheath acanthoma"		Pilar Sheath acanthoma, Pilar sheath acanthoma (disorder)
"DOID:4323"	"epidermolytic acanthoma"		
"DOID:4324"	"acantholytic acanthoma"		Acantholytic acanthoma
"DOID:175"	"vascular cancer"		Blood Vessel neoplasm, Blood vessel tumor (morphologic abnormality), Blood vessel tumors (morphologic abnormality), Blood vessel tumour disorder, Haemangiomatous tumour, blood vessel neoplasm, leiomyosarcoma of the renal Vein, malignant great vessel tumor, malignant tumor of pulmonary Vein, malignant tumor of pulmonary artery, malignant vascular neoplasm, malignant vascular tumor, neoplasm of great vessel, pulmonary artery malignant neoplasm, pulmonary vein malignant neoplasm, renal vein leiomyosarcoma, vascular tissue neoplasm, vascular tumors
"DOID:3316"	"perivascular tumor"		malignant perivascular cancer
"DOID:4510"	"aorta angiosarcoma"		Aortic hemangiosarcoma
"DOID:5547"	"pulmonary artery choriocarcinoma"		Syncytioma of pulmonary artery
"DOID:7388"	"pulmonary vein leiomyosarcoma"		leiomyosarcoma of the pulmonary Vein
"DOID:7389"	"pulmonary artery leiomyosarcoma"		leiomyosarcoma of the pulmonary artery
"DOID:7390"	"superior vena cava leiomyosarcoma"		leiomyosarcoma of the Superior Vena Cava
"DOID:8352"	"aortic malignant tumor"		aortic malignant neoplasm
"DOID:8731"	"carotid body cancer"		malignant Carotid body Paraganglioma, malignant carotid body tumor (morphologic abnormality)
"DOID:178"	"vascular disease"		vascular tissue disease
"DOID:326"	"ischemia"		
"DOID:0050644"	"arterial calcification of infancy"	208000, 614473	generalized arterial calcification of infancy, idiopathic infantile arterial calcification, infantile arteriosclerosis
"DOID:0050828"	"artery disease"		
"DOID:10556"	"supine hypotensive syndrome"		antepartum maternal hypotension syndrome, postpartum maternal hypotension syndrome
"DOID:1271"	"capillary disease"		disease of capillaries
"DOID:1461"	"cholesterol embolism"		atheroembolism, cholesterol crystal embolism, purple toe syndrome, trash foot, warfarin blue toe syndrome
"DOID:2494"	"angiodysplasia"		angiodysplasia of stomach and duodenum with hemorrhage
"DOID:272"	"hepatic vascular disease"		vascular disorder of liver (disorder)
"DOID:3103"	"thoracic outlet syndrome"		TOS - Thoracic outlet syndrome
"DOID:341"	"peripheral vascular disease"		Arterial occlusive disease, arterial occlusive disease
"DOID:865"	"vasculitis"		Angiitis
"DOID:180"	"ossifying fibroma"		Fibro-osteoma (disorder), Ossifying fibroma (calcified structure), Ossifying fibroma (morphologic abnormality)
"DOID:182"	"calcinosis"		Calcinosis (disorder), Pathologically calcified structure, pathologic calcification
"DOID:10575"	"calcium metabolism disease"		
"DOID:12679"	"nephrocalcinosis"		
"DOID:4734"	"calciphylaxis"		Calciphylaxis (disorder)
"DOID:6652"	"diffuse idiopathic skeletal hyperostosis"	106400	Ankylosing vertebral hyperostosis, DISH, Disseminated idiopathic skeletal hyperostosis (disorder)
"DOID:184"	"bone cancer"		CA - bone cancer, bone neoplasm, bone tumor (morphologic abnormality), bone tumour, malignant bone neoplasm, malignant bone tumour, malignant neoplasm of bone, NOS, malignant osseous tumor, neoplasm of bone (disorder), osseous tumor
"DOID:201"	"connective tissue cancer"		Tumour of connective tissue, connective tissue neoplasm, neoplasm of connective tissues
"DOID:3369"	"Ewing sarcoma"	612219	Ewing's family localized tumor, Ewing's sarcoma\/peripheral primitive neuroectodermal tumor, Ewing's tumor, Ewings sarcoma, Ewings sarcoma-primitive neuroectodermal tumor, PNET of Thoracopulmonary Region, localized Ewing sarcoma, localized Ewing's sarcoma, localized Ewing's sarcoma\/peripheral primitive neuroectodermal tumor, localized Ewing's tumor, localized peripheral primitive neuroectodermal tumor, peripheral primitive neuroectodermal tumor
"DOID:2762"	"bone carcinoma"		
"DOID:10149"	"long bones of lower limb cancer"		malignant neoplasm of long bones of leg
"DOID:1862"	"jaw cancer"		neoplasm of jaw (disorder)
"DOID:1863"	"skull cancer"		
"DOID:2776"	"adamantinoma"		
"DOID:3303"	"notochordal cancer"		
"DOID:3347"	"osteosarcoma"	259500	Osteogenic sarcoma, Skeletal sarcoma, bone tissue neoplasm, osteoid sarcoma
"DOID:4143"	"orbital cancer"		malignant neoplasm of orbit, neoplasm of orbit proper (disorder), orbit cancer, orbital tumor
"DOID:5090"	"sternum cancer"		Sternal tumor, malignant Sternal tumor, malignant sternal neoplasm, neoplasm of sternum (disorder)
"DOID:5546"	"femoral cancer"		neoplasm of femur
"DOID:6579"	"chest wall bone cancer"		malignant bone tumor of the Chest Wall
"DOID:6759"	"bone lymphoma"		Lymphoma of the bone, lymphoma of bone
"DOID:7827"	"adult extraosseous osteosarcoma"		
"DOID:192"	"sex cord-gonadal stromal tumor"		Sex Cord-Stromal neoplasm, Sex Cord-Stromal tumor, Sex cord stromal tumour, Sex cord-stromal tumor, no ICD-O subtype (morphologic abnormality), Specialized gonadal neoplasm (morphologic abnormality), Specialized gonadal neoplasm NOS (morphologic abnormality), Specialized gonadal tumor (qualifier value), malignant testicular sex cord-stromal tumor
"DOID:0050616"	"malignant Leydig cell tumor"		Leydig cell tumor, malignant (morphologic abnormality), malignant Leydig cell neoplasm, malignant interstitial cell tumor
"DOID:0050617"	"malignant Sertoli cell tumor"		
"DOID:0050618"	"malignant Sertoli-Leydig cell tumor"		
"DOID:2999"	"granulosa cell tumor"		Granulosa cell neoplasm, Granulosa cell tumor, adult type (morphologic abnormality), Granulosa cell tumour, sarcomatoid, malignant granulosa cell neoplasm
"DOID:3856"	"male reproductive organ cancer"		male genital cancer, male reproductive system neoplasm, malignant neoplasm of male genital organ or tract, malignant neoplasm of male genital organ, NOS, malignant neoplasm of male genital organ, site unspecified, malignant neoplasm of male genital organ, unspecified (disorder), malignant neoplasm of male genital organs (disorder), malignant tumor of male Reproductive system, malignant tumor of male genital organ (disorder), malignant tumor of male genital organ, neoplasm of male genital organ, tumor of male Reproductive system
"DOID:200"	"giant cell tumor"		Giant cell neoplasm, Giant cell tumor (morphologic abnormality), Giant cell tumor (qualifier value), Giant cell tumor NOS (morphologic abnormality), Giant cell tumors (morphologic abnormality), tumor of the Giant cell
"DOID:4305"	"bone giant cell tumor"		Giant cell neoplasm of bone, Giant cell tumor of bone (morphologic abnormality), Giant cell tumor of bone NOS (morphologic abnormality)
"DOID:2705"	"malignant giant cell tumor"		malignant Giant cell neoplasm, malignant tumor, giant cell type (morphologic abnormality)
"DOID:314"	"tenosynovial giant cell tumor"		Giant cell tumor of Tenosynovium, Giant cell tumor of tendon sheath, fibrous histiocytoma of tendon sheath (disorder)
"DOID:5638"	"malignant giant cell tumor of soft parts"		malignant Giant cell neoplasm of soft Parts, malignant giant cell tumor of soft parts (morphologic abnormality)
"DOID:0060100"	"musculoskeletal system cancer"		skeletal system cancer
"DOID:5158"	"pleural cancer"		Pleural tumor, neoplasm of pleura
"DOID:3371"	"chondrosarcoma"	215300	chondrosarcoma of bone, primary chondrosarcoma of the bone
"DOID:0060102"	"cartilage cancer"		
"DOID:264"	"hemangiopericytoma"		Haemangiopericytic meningioma [obs], hemangiopericytoma, malignant (morphologic abnormality), malignant hemangiopericytoma
"DOID:2649"	"chondroblastoma"		Chondroblastoma of bone
"DOID:2668"	"mesenchymoma"		
"DOID:2706"	"synovium cancer"		malignant tumor of Synovium
"DOID:3098"	"small cell sarcoma"		
"DOID:3355"	"fibrosarcoma"		Fibrocytic tumor, fibrosarcoma of soft tissue, fibrous tissue neoplasm
"DOID:3939"	"lipomatous cancer"		malignant lipomatous tumor (disorder), malignant tumor of Adipose tissue
"DOID:4136"	"myxosarcoma"		Myxosarcoma (morphologic abnormality)
"DOID:4231"	"histiocytoma"		
"DOID:4386"	"myofibroma"		Lipoleiomyoma, Myofibroma (morphologic abnormality), Myofibroma
"DOID:6333"	"adult intracranial malignant hemangiopericytoma"		adult malignant intracranial hemangiopericytoma
"DOID:8632"	"Kaposi's sarcoma"	148000	Conjunctival Kaposi's sarcoma, Corneal Kaposi's sarcoma, Cutaneous Kaposi's sarcoma, Kaposi sarcoma, Kaposi's sarcoma of Heart, Kaposi's sarcoma of anus, Kaposi's sarcoma of central nervous system, Kaposi's sarcoma of conjunctiva (disorder), Kaposi's sarcoma of cornea (disorder), Kaposi's sarcoma of esophagus, Kaposi's sarcoma of gastrointestinal sites, Kaposi's sarcoma of lung (disorder), Kaposi's sarcoma of lymph nodes (disorder), Kaposi's sarcoma of lymph nodes, Kaposi's sarcoma of palate (disorder), Kaposi's sarcoma of penis, Kaposi's sarcoma of skin (disorder), Kaposi's sarcoma of skin, Kaposi's sarcoma of soft tissue (disorder), Kaposi's sarcoma of soft tissues (disorder), Kaposi's sarcoma of the CNS, Kaposi's sarcoma of the gallbladder, Kaposi's sarcoma of the prostate, Kaposi's sarcoma, lung, Kaposi's sarcoma, skin, Palate Kaposi's sarcoma, anal Kaposi's sarcoma, cardiac Kaposi's sarcoma, central nervous system Kaposi's sarcoma, conjunctival Kaposi's sarcoma, corneal Kaposi's sarcoma, cutaneous Kaposi's sarcoma, esophageal Kaposi's sarcoma, gallbladder Kaposi's sarcoma, gastric Kaposi's sarcoma, intestinal Kaposi's sarcoma, lymph node Kaposi's sarcoma, lymphadenopathic Kaposi's sarcoma, palate Kaposi's sarcoma, penis Kaposi's sarcoma, prostate Kaposi's sarcoma, pulmonary Kaposi's sarcoma, soft tissue Kaposi's sarcoma
